,Date,Origin ID,Origin Name,Destination ID,Destination Name,Daily Mean Travel Time,Daily Range - Lower,Daily Range - Upper,AM Mean Travel Time,AM Range - Lower,AM Range - Upper,PM Mean Travel Time,PM Range - Lower Bound Travel Time,PM Range - Upper Bound Travel Time,Midday Mean Travel Time,Midday Range - Lower,Midday Range - Upper,Evening Mean Travel Time,Evening Range - Lower,Evening Range - Upper,Early Morning Mean Travel Time,Early Morning Range - Lower,Early Morning Range - Upper,weekday,pred_daily_mean,month
0,2019-06-09,3396,"The Palace Of Fine Arts, 3601 Lyon St, San Francisco, CA",3603,"Embarcadero, San Francisco, CA",1588.0,1054.0,2392.0,1580.0,1272.868017188459,2119.868017188459,1252.0,1037.5,1539.0,1398.5,1191.5,1640.5,1149.5,861.0,1535.0,1228.0,1018.0,1859.0,6,1199.323525281246,7
1,2019-04-28,3603,"Embarcadero, San Francisco, CA",3394,"Fisherman's Wharf, 286-298 Jefferson St, San Francisco, CA",639.0,512.0,796.0,579.0,427.0,755.0,664.0,555.0,793.0,654.0,524.0,817.0,608.0,492.0,753.0,407.0,299.0,541.0,6,618.6627828310941,5
2,2019-05-18,3603,"Embarcadero, San Francisco, CA",3394,"Fisherman's Wharf, 286-298 Jefferson St, San Francisco, CA",730.0,520.0,1024.0,567.0,460.0,709.0,732.0,544.0,985.0,791.0,590.0,1061.0,569.0,406.0,797.0,453.0,335.51657458563545,629.0,5,685.5030961860792,6
3,2019-04-18,3792,"Oracle Park, 24 Willie Mays Plaza, San Francisco, CA",3603,"Embarcadero, San Francisco, CA",512.0,371.0,705.0,648.0,461.0,911.0,529.0,389.0,720.0,528.0,398.0,702.0,442.0,321.0,608.0,363.0,297.0,443.0,3,543.6241049046353,5
4,2019-04-08,3792,"Oracle Park, 24 Willie Mays Plaza, San Francisco, CA",3603,"Embarcadero, San Francisco, CA",505.0,364.0,701.0,621.0,489.0,788.0,691.0,507.0,941.0,429.0,339.0,542.0,502.0,354.0,711.0,377.0,311.0,467.0,0,491.5544268558082,5
5,2019-06-30,3792,"Oracle Park, 24 Willie Mays Plaza, San Francisco, CA",3603,"Embarcadero, San Francisco, CA",616.0,385.0,987.0,380.5,296.5,476.0,649.0,414.0,1017.0,430.0,325.0,563.0,386.0,276.0,541.0,400.7694904849601,292.0,536.0,6,444.9108819987367,7
6,2019-04-23,3603,"Embarcadero, San Francisco, CA",3394,"Fisherman's Wharf, 286-298 Jefferson St, San Francisco, CA",682.0,500.0,931.0,613.0,482.0,800.0,759.0,607.0,949.0,756.0,577.0,991.0,550.0,406.0,745.0,899.0,563.0,1436.0,1,691.6133539660931,5
7,2019-05-13,3603,"Embarcadero, San Francisco, CA",3394,"Fisherman's Wharf, 286-298 Jefferson St, San Francisco, CA",634.0,457.0,878.0,642.0,502.0,793.0,650.0,473.0,893.0,584.0,470.0,726.0,611.0,424.0,880.0,507.0,365.0,703.0,0,677.1946033682366,6
8,2019-05-15,3394,"Fisherman's Wharf, 286-298 Jefferson St, San Francisco, CA",3603,"Embarcadero, San Francisco, CA",878.0,621.0,1243.0,904.0,650.0,1257.0,1081.0,754.0,1549.0,732.0,586.0,915.0,795.0,612.0,1032.0,568.0,438.0,736.0,2,817.0667535169878,6
9,2019-04-14,3603,"Embarcadero, San Francisco, CA",3396,"The Palace Of Fine Arts, 3601 Lyon St, San Francisco, CA",996.0,853.0,1164.0,929.0902394106813,706.0,1193.0902394106813,1108.437384898711,856.0,1454.5,1063.0,928.0,1219.0,847.243093922652,653.0,1086.243093922652,619.5,467.0,807.0,6,1091.6480350975064,5
10,2019-06-01,3394,"Fisherman's Wharf, 286-298 Jefferson St, San Francisco, CA",3603,"Embarcadero, San Francisco, CA",730.0,544.0,978.0,477.0,425.0,536.0,728.0,586.0,905.0,713.0,511.0,996.0,750.0,549.0,1025.0,519.0,276.0,978.0,5,805.7313328411501,7
11,2019-04-18,3603,"Embarcadero, San Francisco, CA",3792,"Oracle Park, 24 Willie Mays Plaza, San Francisco, CA",591.0,417.0,837.0,650.0,462.0,914.0,753.0,547.0,1035.0,614.0,456.0,828.0,496.0,357.0,688.0,417.0,331.0,525.0,3,555.4641176139157,5
12,2019-06-11,3792,"Oracle Park, 24 Willie Mays Plaza, San Francisco, CA",3603,"Embarcadero, San Francisco, CA",643.0,451.0,916.0,814.0,646.0,1025.0,817.0,566.0,1180.0,595.0,433.0,816.0,463.0,366.0,585.0,449.0,371.0,542.0,1,517.8614531337356,7
13,2019-05-29,3394,"Fisherman's Wharf, 286-298 Jefferson St, San Francisco, CA",3603,"Embarcadero, San Francisco, CA",687.0,360.0,1311.0,818.0,594.0,1125.0,816.5,652.5,1030.0,633.0,488.0,820.0,625.0,484.0,807.0,686.5,482.5,952.0,2,817.0667535169878,6
14,2019-04-21,3603,"Embarcadero, San Francisco, CA",3792,"Oracle Park, 24 Willie Mays Plaza, San Francisco, CA",469.0,332.0,664.0,480.0,380.0,607.0,479.0,339.0,677.0,501.0,332.0,757.0,455.0,339.0,611.0,410.0,301.0,558.0,6,446.1205204453302,5
15,2019-06-06,3396,"The Palace Of Fine Arts, 3601 Lyon St, San Francisco, CA",3603,"Embarcadero, San Francisco, CA",1363.0,1166.0,1595.0,1327.0,1164.0,1514.0,1527.0,1374.0,1698.0,1370.0,1151.0,1631.0,1263.0,937.0,1702.0,778.5592387968081,613.7796193984041,1034.0,3,1308.6671224498316,7
16,2019-04-18,3396,"The Palace Of Fine Arts, 3601 Lyon St, San Francisco, CA",3603,"Embarcadero, San Francisco, CA",1313.0,964.0,1789.0,1489.0,1051.0,2110.0,1537.5,1256.5,1897.5,1393.0,1123.0,1727.0,1263.0,937.0,1702.0,740.0,576.8905770411295,978.0,3,1298.0367481871444,5
17,2019-05-16,3603,"Embarcadero, San Francisco, CA",3792,"Oracle Park, 24 Willie Mays Plaza, San Francisco, CA",605.0,434.0,842.0,609.0,469.0,791.0,805.0,627.0,1034.0,657.0,501.0,861.0,496.0,368.0,669.0,408.0,312.0,533.0,3,556.7220190312999,6
18,2019-06-11,3396,"The Palace Of Fine Arts, 3601 Lyon St, San Francisco, CA",3603,"Embarcadero, San Francisco, CA",1438.0,1060.0,1951.0,1259.0,1102.0,1438.0,1837.0,1293.0,2612.0,1289.0,1013.0,1472.0,1190.0,958.0,1478.0,979.0,819.5,1193.0,1,1272.274096416245,7
19,2019-05-07,3394,"Fisherman's Wharf, 286-298 Jefferson St, San Francisco, CA",3603,"Embarcadero, San Francisco, CA",804.0,585.0,1106.0,899.0,643.0,1257.0,786.0,637.5,1081.0,800.0,633.0,1012.0,715.0,537.0,952.0,702.0,522.0,943.0,1,803.7270191932448,6
20,2019-05-01,3792,"Oracle Park, 24 Willie Mays Plaza, San Francisco, CA",3603,"Embarcadero, San Francisco, CA",527.0,394.0,704.0,639.0,472.0,864.0,636.0,477.0,848.0,500.0,383.0,651.0,473.0,383.0,583.0,359.5,297.5,428.5,2,521.8287146121756,6
21,2019-04-27,3603,"Embarcadero, San Francisco, CA",3792,"Oracle Park, 24 Willie Mays Plaza, San Francisco, CA",510.0,359.0,724.0,489.0,376.0,635.0,592.0,412.0,852.0,561.0,392.0,804.0,480.0,335.0,688.0,381.0,324.0,449.0,5,511.7029323829316,5
22,2019-05-11,3603,"Embarcadero, San Francisco, CA",3394,"Fisherman's Wharf, 286-298 Jefferson St, San Francisco, CA",670.0,509.0,881.0,601.0,509.0,709.0,653.0,551.0,773.0,736.0,557.0,973.0,540.0,424.0,688.0,428.0,310.20411295273175,563.0,5,685.5030961860792,6
23,2019-04-25,3603,"Embarcadero, San Francisco, CA",3394,"Fisherman's Wharf, 286-298 Jefferson St, San Francisco, CA",727.0,541.0,976.0,824.0,606.0,1119.0,814.0,621.0,1067.0,727.0,549.0,963.0,571.0,461.0,708.0,544.0,443.5,670.0,3,728.0063799996796,5
24,2019-05-26,3792,"Oracle Park, 24 Willie Mays Plaza, San Francisco, CA",3603,"Embarcadero, San Francisco, CA",449.0,325.0,621.0,380.5,296.5,476.0,358.0,288.0,445.0,486.0,346.0,682.0,444.0,327.0,602.0,332.0,230.0,424.0,6,435.53840915343363,6
25,2019-06-21,3603,"Embarcadero, San Francisco, CA",3792,"Oracle Park, 24 Willie Mays Plaza, San Francisco, CA",565.0,403.0,793.0,535.0,417.0,688.0,729.0,530.0,1002.0,614.0,460.0,820.0,476.0,339.0,669.0,423.0,317.0,564.0,4,553.3187875978298,7
26,2019-04-10,3394,"Fisherman's Wharf, 286-298 Jefferson St, San Francisco, CA",3603,"Embarcadero, San Francisco, CA",790.0,581.0,1076.0,923.0,694.0,1226.0,815.0,608.0,1090.0,693.0,583.0,823.0,683.0,516.0,903.0,686.5,482.5,952.0,2,815.8088520996038,5
27,2019-05-09,3394,"Fisherman's Wharf, 286-298 Jefferson St, San Francisco, CA",3603,"Embarcadero, San Francisco, CA",750.0,591.0,952.0,836.0,663.0,1055.0,707.0,585.0,853.0,721.0,576.0,901.0,694.0,528.0,913.0,595.5,442.5,802.0,3,840.1200452268312,6
28,2019-04-22,3603,"Embarcadero, San Francisco, CA",3394,"Fisherman's Wharf, 286-298 Jefferson St, San Francisco, CA",685.0,537.0,874.0,877.0,608.0,1264.0,697.0,549.0,884.0,612.0,537.0,698.0,663.0,533.0,826.0,507.0,365.0,703.0,0,675.9367019508525,5
29,2019-05-30,3603,"Embarcadero, San Francisco, CA",3396,"The Palace Of Fine Arts, 3601 Lyon St, San Francisco, CA",1112.0,768.0,1608.0,845.0,474.0,1507.0,1387.0,1198.0,1607.0,1191.0,1000.0,1419.0,970.0,793.0,1188.0,671.0,518.0,855.0,3,1202.2495336834759,6
30,2019-05-03,3396,"The Palace Of Fine Arts, 3601 Lyon St, San Francisco, CA",3603,"Embarcadero, San Francisco, CA",1214.0,990.0,1488.0,1152.0,962.0,1378.0,1364.0,1195.0,1557.0,1187.0,985.0,1432.0,1196.5,1008.0,1421.5,704.0,549.5,927.0,4,1286.5189453257553,6
31,2019-06-14,3394,"Fisherman's Wharf, 286-298 Jefferson St, San Francisco, CA",3603,"Embarcadero, San Francisco, CA",831.0,602.0,1148.0,832.0,609.0,1085.0,1022.0,774.0,1349.0,811.0,653.0,1008.0,671.0,527.0,855.0,543.0,435.0,677.0,4,836.7168137933611,7
32,2019-06-03,3603,"Embarcadero, San Francisco, CA",3396,"The Palace Of Fine Arts, 3601 Lyon St, San Francisco, CA",1220.0,1011.0,1473.0,1084.0,887.7213014119088,1404.0,1246.0,1018.0,1525.0,1195.0,1040.0,1373.0,957.0,817.5,1157.5,704.4943216697359,552.0,929.4943216697359,0,1159.552328479952,7
33,2019-06-26,3792,"Oracle Park, 24 Willie Mays Plaza, San Francisco, CA",3603,"Embarcadero, San Francisco, CA",585.0,396.0,865.0,703.0,460.0,1074.0,591.0,460.0,760.0,623.0,402.0,966.0,389.0,325.0,466.0,359.5,297.5,428.5,2,531.2011874574787,7
34,2019-06-28,3792,"Oracle Park, 24 Willie Mays Plaza, San Francisco, CA",3603,"Embarcadero, San Francisco, CA",597.0,433.0,822.0,598.0,465.0,770.0,665.0,503.0,879.0,622.0,456.0,848.0,530.0,379.0,741.0,362.0,320.0,408.0,4,541.4787748885492,7
35,2019-05-27,3603,"Embarcadero, San Francisco, CA",3396,"The Palace Of Fine Arts, 3601 Lyon St, San Francisco, CA",1066.0,901.0,1262.0,991.5,762.7765500306937,1250.7765500306937,1375.0,1110.0,1636.0,1115.0,977.0,1272.0,957.0,817.5,1157.5,661.0,507.7601289134441,832.5,0,1150.1798556346491,6
36,2019-06-20,3603,"Embarcadero, San Francisco, CA",3792,"Oracle Park, 24 Willie Mays Plaza, San Francisco, CA",601.0,428.0,844.0,582.0,436.0,776.0,786.0,600.0,1030.0,629.0,467.0,848.0,573.0,403.0,815.0,418.0,327.0,533.0,3,566.0944918766029,7
37,2019-04-21,3603,"Embarcadero, San Francisco, CA",3394,"Fisherman's Wharf, 286-298 Jefferson St, San Francisco, CA",734.0,541.0,994.0,579.0,427.0,755.0,640.0,524.0,783.0,808.0,589.0,1108.0,575.5,437.0,721.5,454.0,337.62722529159,629.62722529159,6,618.6627828310941,5
38,2019-05-28,3792,"Oracle Park, 24 Willie Mays Plaza, San Francisco, CA",3603,"Embarcadero, San Francisco, CA",547.0,391.0,764.0,708.0,522.0,960.0,676.0,507.0,901.0,461.0,362.0,587.0,510.0,361.0,721.0,390.0,313.0,498.5,1,508.4889802884327,6
39,2019-04-21,3603,"Embarcadero, San Francisco, CA",3396,"The Palace Of Fine Arts, 3601 Lyon St, San Francisco, CA",1331.0,1094.0,1619.0,1285.0,1044.231430325353,1567.0,1464.30540208717,1172.0,1828.0,1333.0,1058.0,1679.0,1196.5,970.0,1478.0,756.0,577.0,991.0,6,1091.6480350975064,5
40,2019-05-09,3603,"Embarcadero, San Francisco, CA",3394,"Fisherman's Wharf, 286-298 Jefferson St, San Francisco, CA",657.0,374.0,1152.0,632.0,189.0,2111.0,812.0,605.0,1089.0,625.0,494.0,790.0,530.0,417.0,674.0,544.0,443.5,670.0,3,729.2642814170636,6
41,2019-04-13,3603,"Embarcadero, San Francisco, CA",3396,"The Palace Of Fine Arts, 3601 Lyon St, San Francisco, CA",1143.0,954.0,1370.0,1041.039287906691,821.039287906691,1312.039287906691,1263.0,1027.2567526089624,1564.5135052179248,1213.0,1069.0,1376.0,1182.5,957.5,1462.0,673.1728054020869,522.0,884.0,5,1157.2304470351078,5
42,2019-04-12,3396,"The Palace Of Fine Arts, 3601 Lyon St, San Francisco, CA",3603,"Embarcadero, San Francisco, CA",1216.0,997.0,1483.0,1220.0,939.0,1586.0,1362.0,1129.0,1674.0,1310.0,1114.0,1527.0,1196.5,1008.0,1421.5,704.0,549.5,927.0,4,1285.2610439083714,5
43,2019-06-15,3394,"Fisherman's Wharf, 286-298 Jefferson St, San Francisco, CA",3603,"Embarcadero, San Francisco, CA",770.0,556.0,1066.0,477.0,425.0,536.0,963.0,669.0,1384.0,658.0,535.0,808.0,666.0,523.0,847.0,519.0,276.0,978.0,5,805.7313328411501,7
44,2019-06-02,3603,"Embarcadero, San Francisco, CA",3792,"Oracle Park, 24 Willie Mays Plaza, San Francisco, CA",439.0,325.0,593.0,389.0,300.0,504.0,438.0,348.0,551.0,454.0,331.0,622.0,467.0,355.0,613.0,375.0,271.0,520.0,6,456.75089470801726,7
45,2019-06-29,3394,"Fisherman's Wharf, 286-298 Jefferson St, San Francisco, CA",3603,"Embarcadero, San Francisco, CA",754.0,586.0,969.0,477.0,425.0,536.0,776.0,611.0,984.0,751.0,571.0,987.0,750.0,586.0,959.0,519.0,276.0,978.0,5,805.7313328411501,7
46,2019-04-01,3603,"Embarcadero, San Francisco, CA",3394,"Fisherman's Wharf, 286-298 Jefferson St, San Francisco, CA",639.0,467.0,874.0,647.0,482.0,869.0,676.0,462.0,989.0,644.0,483.0,858.0,572.0,450.0,727.0,507.0,365.0,703.0,0,675.9367019508525,5
47,2019-05-02,3603,"Embarcadero, San Francisco, CA",3396,"The Palace Of Fine Arts, 3601 Lyon St, San Francisco, CA",1144.0,894.0,1465.0,1022.5,866.5,1224.0,1357.0,1048.0,1756.0,1210.0,1000.0,1492.0,902.0,860.0,945.0,676.3497544505833,522.0,884.0,3,1202.2495336834759,6
48,2019-06-10,3603,"Embarcadero, San Francisco, CA",3396,"The Palace Of Fine Arts, 3601 Lyon St, San Francisco, CA",1155.0,940.0,1420.0,1047.0,831.0,1323.0,1303.0,1131.0,1501.0,1204.0,961.0,1509.0,1029.0,856.0,1237.0,678.0,527.6321362799263,884.0,0,1159.552328479952,7
49,2019-06-15,3603,"Embarcadero, San Francisco, CA",3394,"Fisherman's Wharf, 286-298 Jefferson St, San Francisco, CA",701.0,524.0,937.0,644.0,554.0,748.0,734.0,523.0,1032.0,787.0,634.0,978.0,579.0,442.0,758.0,443.0,320.0,606.0,5,694.8755690313825,7
50,2019-06-17,3603,"Embarcadero, San Francisco, CA",3396,"The Palace Of Fine Arts, 3601 Lyon St, San Francisco, CA",1106.0,867.0,1411.0,1022.5,796.0,1290.9073050951506,1269.0,1191.0,1353.0,1205.0,959.0,1514.0,873.0,721.0,1058.0,670.0,518.0,855.0,0,1159.552328479952,7
51,2019-04-01,3396,"The Palace Of Fine Arts, 3601 Lyon St, San Francisco, CA",3603,"Embarcadero, San Francisco, CA",1391.0,1097.0,1763.0,1483.0,1344.0,1637.0,1326.0,1242.0,1477.0,1171.0,993.5,1332.0,1240.8747697974218,1008.0,1535.0,796.0,633.5,1139.0,0,1245.9670701383175,5
52,2019-04-09,3603,"Embarcadero, San Francisco, CA",3394,"Fisherman's Wharf, 286-298 Jefferson St, San Francisco, CA",600.0,458.0,785.0,523.0,450.0,607.0,687.0,496.0,952.0,587.0,476.0,725.0,571.0,432.0,753.0,899.0,563.0,1436.0,1,691.6133539660931,5
53,2019-06-07,3396,"The Palace Of Fine Arts, 3601 Lyon St, San Francisco, CA",3603,"Embarcadero, San Francisco, CA",1210.0,980.0,1493.0,1182.0,931.0,1502.0,1362.0,1129.0,1674.0,1163.0,1022.0,1323.0,1196.5,1008.0,1421.5,704.0,546.5,927.0,4,1295.8914181710586,7
54,2019-06-09,3603,"Embarcadero, San Francisco, CA",3394,"Fisherman's Wharf, 286-298 Jefferson St, San Francisco, CA",640.0,493.0,831.0,579.0,494.0,679.0,732.0,558.0,960.0,621.0,499.0,772.0,639.0,440.0,927.0,407.79220380601595,299.0,544.0,6,629.293157093781,7
55,2019-04-01,3394,"Fisherman's Wharf, 286-298 Jefferson St, San Francisco, CA",3603,"Embarcadero, San Francisco, CA",876.0,605.0,1268.0,963.0,707.0,1311.0,1056.0,704.0,1583.0,713.0,531.0,957.0,656.0,575.0,747.0,535.3397790055249,406.5,728.3397790055249,0,786.7924657606203,5
56,2019-05-10,3603,"Embarcadero, San Francisco, CA",3792,"Oracle Park, 24 Willie Mays Plaza, San Francisco, CA",619.0,432.0,886.0,564.0,417.0,763.0,820.0,589.0,1143.0,630.0,473.0,840.0,557.0,386.0,802.0,441.0,340.0,572.0,4,543.9463147525267,6
57,2019-06-15,3792,"Oracle Park, 24 Willie Mays Plaza, San Francisco, CA",3603,"Embarcadero, San Francisco, CA",463.0,337.0,637.0,340.0,287.0,402.0,545.0,379.0,783.0,440.0,344.0,563.0,369.0,284.0,478.0,454.0,308.0,671.0,5,510.493293936338,7
58,2019-05-13,3396,"The Palace Of Fine Arts, 3601 Lyon St, San Francisco, CA",3603,"Embarcadero, San Francisco, CA",1662.0,1032.0,2677.0,1444.0,1090.0,1911.0,1326.0,1242.0,1477.0,1171.0,993.5,1332.0,1507.2541436464103,1231.4033149171282,2019.1215469613335,1685.0,1427.0,1989.0,0,1247.2249715557014,6
59,2019-05-31,3394,"Fisherman's Wharf, 286-298 Jefferson St, San Francisco, CA",3603,"Embarcadero, San Francisco, CA",766.0,581.0,1010.0,844.0,602.0,1183.0,942.0,836.0,1062.0,773.0,620.0,964.0,624.0,511.0,762.0,543.0,435.0,677.0,4,827.3443409480582,6
60,2019-05-26,3394,"Fisherman's Wharf, 286-298 Jefferson St, San Francisco, CA",3603,"Embarcadero, San Francisco, CA",792.0,556.0,1130.0,661.5,525.0,834.5,847.0,625.0,1150.0,810.0,555.0,1181.0,789.0,547.0,1137.0,486.7068753836709,365.0,671.0,6,730.7764480582457,6
61,2019-05-03,3603,"Embarcadero, San Francisco, CA",3396,"The Palace Of Fine Arts, 3601 Lyon St, San Francisco, CA",1209.0,966.0,1513.0,1205.5,1041.5,1422.0,1353.0,1083.0,1691.0,1196.0,999.0,1432.0,1028.0,852.0,1250.5,704.0,546.5,926.0,4,1189.4738294047027,6
62,2019-04-13,3792,"Oracle Park, 24 Willie Mays Plaza, San Francisco, CA",3603,"Embarcadero, San Francisco, CA",455.0,334.0,619.0,370.0,317.0,432.0,439.0,337.0,570.0,544.0,397.0,747.0,362.0,291.0,452.0,454.0,308.0,671.0,5,499.862919673651,5
63,2019-05-26,3396,"The Palace Of Fine Arts, 3601 Lyon St, San Francisco, CA",3603,"Embarcadero, San Francisco, CA",1239.0,970.0,1604.5,1097.0,910.0,1425.6961325966854,1252.0,1037.5,1539.0,1398.5,1191.5,1640.5,1149.5,861.0,1535.0,726.5,554.0,943.0,6,1189.951052435943,6
64,2019-06-18,3396,"The Palace Of Fine Arts, 3601 Lyon St, San Francisco, CA",3603,"Embarcadero, San Francisco, CA",1425.0,1159.0,1751.0,1404.0,1175.0,1677.0,1300.0,1169.0,1446.0,1289.0,1013.0,1472.0,1190.0,958.0,1478.0,899.0,677.0,1172.0,1,1272.274096416245,7
65,2019-05-01,3603,"Embarcadero, San Francisco, CA",3394,"Fisherman's Wharf, 286-298 Jefferson St, San Francisco, CA",726.0,521.0,1012.0,694.0,537.0,897.0,703.0,523.0,943.0,794.0,575.0,1096.0,720.0,480.0,1082.0,448.0,402.0,514.0,2,706.21098970722,6
66,2019-05-19,3603,"Embarcadero, San Francisco, CA",3396,"The Palace Of Fine Arts, 3601 Lyon St, San Francisco, CA",1108.0,842.0,1459.0,1022.5,798.0491098833643,1295.0,1250.5,983.5084407612035,1539.0,1178.0,1000.0,1393.5,922.0,730.1731123388586,1176.1731123388586,671.0,518.0,855.0,6,1092.9059365148905,6
67,2019-06-17,3394,"Fisherman's Wharf, 286-298 Jefferson St, San Francisco, CA",3603,"Embarcadero, San Francisco, CA",819.0,604.0,1109.0,946.0,724.0,1236.0,894.0,679.0,1176.0,759.0,658.0,876.0,601.0,473.0,763.0,509.0,384.24861878453044,677.0,0,797.4228400233072,7
68,2019-04-19,3394,"Fisherman's Wharf, 286-298 Jefferson St, San Francisco, CA",3603,"Embarcadero, San Francisco, CA",755.0,576.0,991.0,832.0,609.0,1085.0,831.0,689.0,1003.0,813.0,615.0,1074.0,662.0,508.0,861.0,543.0,435.0,677.0,4,826.0864395306743,5
69,2019-04-15,3394,"Fisherman's Wharf, 286-298 Jefferson St, San Francisco, CA",3603,"Embarcadero, San Francisco, CA",704.0,552.0,897.0,732.0,578.0,926.0,753.0,574.0,988.0,692.0,559.0,858.0,702.0,552.0,892.0,445.0,322.0,610.8732351135668,0,786.7924657606203,5
70,2019-04-10,3792,"Oracle Park, 24 Willie Mays Plaza, San Francisco, CA",3603,"Embarcadero, San Francisco, CA",560.0,393.0,800.0,753.0,536.0,1058.0,708.0,487.0,1029.0,523.0,409.0,670.0,472.0,339.0,657.0,386.0,343.0,436.0,2,520.5708131947918,5
71,2019-05-17,3603,"Embarcadero, San Francisco, CA",3792,"Oracle Park, 24 Willie Mays Plaza, San Francisco, CA",574.0,409.0,805.0,522.0,405.0,672.0,681.0,506.0,917.0,628.0,462.0,854.0,490.0,359.0,670.0,452.0,307.0,666.0,4,543.9463147525267,6
72,2019-06-12,3603,"Embarcadero, San Francisco, CA",3394,"Fisherman's Wharf, 286-298 Jefferson St, San Francisco, CA",672.0,505.0,894.0,758.0,558.0,1028.0,718.0,597.0,865.0,680.0,512.0,901.0,546.0,423.0,706.0,448.0,402.0,514.0,2,715.5834625525232,7
73,2019-05-21,3394,"Fisherman's Wharf, 286-298 Jefferson St, San Francisco, CA",3603,"Embarcadero, San Francisco, CA",716.0,575.0,892.0,742.0,573.0,960.0,722.0,642.0,811.0,680.0,593.0,781.0,697.0,482.0,1007.0,702.0,522.0,943.0,1,803.7270191932448,6
74,2019-04-05,3394,"Fisherman's Wharf, 286-298 Jefferson St, San Francisco, CA",3603,"Embarcadero, San Francisco, CA",761.0,578.0,1002.0,814.0,608.0,1091.0,803.0,620.0,1040.0,750.0,616.0,912.0,671.0,502.0,897.0,543.0,435.0,677.0,4,826.0864395306743,5
75,2019-06-04,3603,"Embarcadero, San Francisco, CA",3394,"Fisherman's Wharf, 286-298 Jefferson St, San Francisco, CA",653.0,482.0,883.0,579.0,458.0,731.0,741.0,576.0,953.0,690.0,524.0,910.0,561.0,412.0,764.0,899.0,563.0,1436.0,1,702.24372822878,7
76,2019-04-01,3792,"Oracle Park, 24 Willie Mays Plaza, San Francisco, CA",3603,"Embarcadero, San Francisco, CA",578.0,385.0,870.0,751.0,592.0,952.0,909.0,535.0,1542.0,496.0,384.0,639.0,415.0,338.0,510.0,379.0,309.0,466.0,0,491.5544268558082,5
77,2019-06-19,3603,"Embarcadero, San Francisco, CA",3792,"Oracle Park, 24 Willie Mays Plaza, San Francisco, CA",587.0,420.0,821.0,545.0,411.0,723.0,747.0,603.0,925.0,641.0,473.0,868.0,508.0,370.0,698.0,425.0,319.0,565.0,2,543.0412001667594,7
78,2019-06-29,3603,"Embarcadero, San Francisco, CA",3792,"Oracle Park, 24 Willie Mays Plaza, San Francisco, CA",475.0,348.0,649.0,457.0,348.0,601.0,532.0,375.0,755.0,449.0,338.0,597.0,470.0,363.0,609.0,353.0,301.0,413.0,5,522.3333066456187,7
79,2019-04-10,3603,"Embarcadero, San Francisco, CA",3394,"Fisherman's Wharf, 286-298 Jefferson St, San Francisco, CA",559.0,424.0,737.0,498.0,424.0,584.0,569.0,462.0,700.0,582.0,439.0,772.0,558.0,396.0,786.0,448.0,402.0,514.0,2,704.9530882898359,5
80,2019-05-14,3603,"Embarcadero, San Francisco, CA",3792,"Oracle Park, 24 Willie Mays Plaza, San Francisco, CA",603.0,415.0,877.0,612.0,464.0,805.0,865.0,628.0,1193.0,600.0,425.0,848.0,483.0,351.0,664.0,409.0,316.0,528.0,1,520.3289929977133,6
81,2019-04-09,3396,"The Palace Of Fine Arts, 3601 Lyon St, San Francisco, CA",3603,"Embarcadero, San Francisco, CA",1354.0,1030.0,1779.0,1379.0,1106.0,1719.0,1300.0,1169.0,1446.0,1289.0,1013.0,1472.0,1190.0,958.0,1478.0,763.0,595.0,1023.4251074278704,1,1261.643722153558,5
82,2019-05-24,3603,"Embarcadero, San Francisco, CA",3792,"Oracle Park, 24 Willie Mays Plaza, San Francisco, CA",562.0,407.0,776.0,587.0,411.0,839.0,597.0,458.0,777.0,558.0,418.0,743.0,577.0,391.0,852.0,469.0,343.0,641.0,4,543.9463147525267,6
83,2019-05-15,3396,"The Palace Of Fine Arts, 3601 Lyon St, San Francisco, CA",3603,"Embarcadero, San Francisco, CA",1188.0,915.0,1543.0,1259.0,935.0,1694.0,1250.5,1120.5,1454.5,1259.5,1101.0,1455.5,981.0,808.0,1250.513812154696,697.5,545.0,924.0,2,1276.2413578946848,6
84,2019-06-20,3394,"Fisherman's Wharf, 286-298 Jefferson St, San Francisco, CA",3603,"Embarcadero, San Francisco, CA",856.0,616.0,1189.0,1187.0,709.0,1985.0,971.0,767.0,1229.0,722.0,601.0,868.0,687.0,566.0,833.0,595.5,442.5,802.0,3,849.4925180721342,7
85,2019-05-21,3603,"Embarcadero, San Francisco, CA",3394,"Fisherman's Wharf, 286-298 Jefferson St, San Francisco, CA",608.0,449.0,822.0,583.0,411.0,826.0,692.0,521.0,919.0,584.0,496.0,687.0,547.0,416.0,721.0,899.0,563.0,1436.0,1,692.8712553834772,6
86,2019-06-17,3792,"Oracle Park, 24 Willie Mays Plaza, San Francisco, CA",3603,"Embarcadero, San Francisco, CA",545.0,400.0,743.0,634.0,463.0,868.0,599.0,466.0,771.0,522.0,391.0,698.0,412.0,311.0,546.0,403.0,316.0,515.0,0,502.18480111849516,7
87,2019-06-03,3396,"The Palace Of Fine Arts, 3601 Lyon St, San Francisco, CA",3603,"Embarcadero, San Francisco, CA",1302.0,904.0,1873.0,1483.0,1058.0,2080.0,1326.0,1242.0,1477.0,1171.0,993.5,1332.0,1182.5,957.5,1455.1675874769794,739.5,574.0,977.0,0,1256.5974444010044,7
