,Date,Origin Movement ID,Origin Display Name,Destination Movement ID,Destination Display Name,Daily Mean Travel Time (Seconds),Daily Range - Lower Bound Travel Time (Seconds),Daily Range - Upper Bound Travel Time (Seconds),AM Mean Travel Time (Seconds),AM Range - Lower Bound Travel Time (Seconds),AM Range - Upper Bound Travel Time (Seconds),PM Mean Travel Time (Seconds),PM Range - Lower Bound Travel Time (Seconds),PM Range - Upper Bound Travel Time (Seconds),Midday Mean Travel Time (Seconds),Midday Range - Lower Bound Travel Time (Seconds),Midday Range - Upper Bound Travel Time (Seconds),Evening Mean Travel Time (Seconds),Evening Range - Lower Bound Travel Time (Seconds),Evening Range - Upper Bound Travel Time (Seconds),Early Morning Mean Travel Time (Seconds),Early Morning Range - Lower Bound Travel Time (Seconds),Early Morning Range - Upper Bound Travel Time (Seconds),weekday
972,2019-05-16,3396,"The Palace Of Fine Arts, 3601 Lyon St, San Francisco, CA",3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",1562.0,1261.0,1935.0,1504.0,1265.0,1789.0,1671.0,1412.0,1978.0,1583.0,1213.0,2065.0,,,,,,,3
973,2019-05-01,3394,"Fisherman's Wharf, San Francisco, CA",3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",971.0,736.0,1281.0,1105.0,821.0,1486.0,1082.0,874.0,1340.0,966.0,805.0,1158.0,828.0,655.0,1047.0,,,,2
974,2019-06-20,3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",3792,"Oracle Park, 24 Willie Mays Plaza, San Francisco, CA",558.0,335.0,929.0,479.0,356.0,645.0,680.0,365.0,1267.0,666.0,400.0,1107.0,535.0,332.0,861.0,310.0,229.0,419.0,3
975,2019-04-09,3396,"The Palace Of Fine Arts, 3601 Lyon St, San Francisco, CA",3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",1454.0,1139.0,1856.0,1547.0,1247.0,1917.0,,,,1625.0,1314.0,2009.0,,,,1046.0,936.0,1169.0,1
976,2019-06-02,3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",3396,"The Palace Of Fine Arts, 3601 Lyon St, San Francisco, CA",1039.0,804.0,1343.0,,,,,,,1094.0,851.0,1406.0,,,,,,,6
977,2019-05-14,3792,"Oracle Park, 24 Willie Mays Plaza, San Francisco, CA",3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",612.0,398.0,941.0,745.0,513.0,1083.0,707.0,458.0,1092.0,547.0,376.0,796.0,500.0,351.0,712.0,,,,1
978,2019-04-04,3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",3396,"The Palace Of Fine Arts, 3601 Lyon St, San Francisco, CA",1340.0,1094.0,1642.0,,,,1473.0,1193.0,1818.0,1262.0,1104.0,1442.0,,,,,,,3
979,2019-04-25,3394,"Fisherman's Wharf, San Francisco, CA",3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",1041.0,772.0,1404.0,916.0,722.0,1161.0,1276.0,1011.0,1610.0,1125.0,877.0,1444.0,881.0,696.0,1114.0,625.0,576.0,678.0,3
980,2019-06-30,3396,"The Palace Of Fine Arts, 3601 Lyon St, San Francisco, CA",3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",,,,,,,,,,,,,,,,,,,6
981,2019-04-06,3394,"Fisherman's Wharf, San Francisco, CA",3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",943.0,734.0,1212.0,661.0,582.0,751.0,1067.0,846.0,1346.0,921.0,744.0,1141.0,935.0,749.0,1167.0,790.0,614.0,1018.0,5
982,2019-06-22,3396,"The Palace Of Fine Arts, 3601 Lyon St, San Francisco, CA",3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",1550.0,1247.0,1926.0,,,,1679.0,1486.0,1897.0,1273.0,1131.0,1433.0,,,,,,,5
983,2019-05-04,3396,"The Palace Of Fine Arts, 3601 Lyon St, San Francisco, CA",3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",1444.0,1205.0,1732.0,,,,1611.0,1342.0,1934.0,1470.0,1256.0,1720.0,1204.0,1113.0,1303.0,,,,5
984,2019-04-10,3396,"The Palace Of Fine Arts, 3601 Lyon St, San Francisco, CA",3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",1622.0,1268.0,2076.0,1685.0,1396.0,2034.0,,,,1514.0,1220.0,1878.0,,,,,,,2
985,2019-06-18,3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",3396,"The Palace Of Fine Arts, 3601 Lyon St, San Francisco, CA",1369.0,1089.0,1720.0,,,,1458.0,1173.0,1811.0,,,,1150.0,959.0,1379.0,,,,1
986,2019-06-29,3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",3792,"Oracle Park, 24 Willie Mays Plaza, San Francisco, CA",395.0,261.0,600.0,,,,412.0,271.0,625.0,379.0,278.0,517.0,353.0,244.0,512.0,332.0,230.0,480.0,5
987,2019-04-14,3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",3792,"Oracle Park, 24 Willie Mays Plaza, San Francisco, CA",338.0,227.0,505.0,314.0,244.0,404.0,399.0,263.0,605.0,330.0,227.0,481.0,342.0,213.0,549.0,378.0,229.0,624.0,6
988,2019-05-21,3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",3396,"The Palace Of Fine Arts, 3601 Lyon St, San Francisco, CA",1157.0,925.0,1448.0,,,,1175.0,869.0,1590.0,1139.0,1003.0,1292.0,1225.0,994.0,1510.0,,,,1
989,2019-06-27,3792,"Oracle Park, 24 Willie Mays Plaza, San Francisco, CA",3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",606.0,399.0,921.0,592.0,387.0,906.0,727.0,497.0,1062.0,564.0,372.0,855.0,519.0,362.0,744.0,,,,3
990,2019-04-08,3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",3792,"Oracle Park, 24 Willie Mays Plaza, San Francisco, CA",572.0,354.0,925.0,398.0,290.0,545.0,700.0,467.0,1051.0,497.0,312.0,791.0,517.0,321.0,834.0,505.0,278.0,918.0,0
991,2019-05-22,3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",3396,"The Palace Of Fine Arts, 3601 Lyon St, San Francisco, CA",1272.0,963.0,1681.0,,,,1336.0,1083.0,1648.0,1333.0,1016.0,1748.0,1187.0,875.0,1609.0,,,,2
992,2019-04-05,3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",3792,"Oracle Park, 24 Willie Mays Plaza, San Francisco, CA",507.0,323.0,794.0,442.0,308.0,632.0,719.0,463.0,1117.0,545.0,348.0,853.0,423.0,284.0,629.0,317.0,227.0,443.0,4
993,2019-06-05,3792,"Oracle Park, 24 Willie Mays Plaza, San Francisco, CA",3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",571.0,364.0,895.0,587.0,391.0,879.0,718.0,448.0,1150.0,541.0,366.0,799.0,440.0,304.0,636.0,,,,2
994,2019-06-07,3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",3792,"Oracle Park, 24 Willie Mays Plaza, San Francisco, CA",520.0,341.0,791.0,516.0,369.0,723.0,632.0,449.0,890.0,493.0,333.0,731.0,385.0,257.0,577.0,353.0,264.0,471.0,4
995,2019-06-14,3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",3394,"Fisherman's Wharf, San Francisco, CA",847.0,601.0,1195.0,823.0,618.0,1095.0,937.0,725.0,1209.0,866.0,628.0,1194.0,808.0,544.0,1200.0,544.0,418.0,707.0,4
996,2019-04-24,3394,"Fisherman's Wharf, San Francisco, CA",3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",1103.0,812.0,1498.0,1155.0,812.0,1641.0,1268.0,1039.0,1548.0,1115.0,889.0,1399.0,883.0,717.0,1086.0,,,,2
997,2019-05-14,3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",3394,"Fisherman's Wharf, San Francisco, CA",710.0,502.0,1003.0,,,,849.0,621.0,1161.0,762.0,581.0,1000.0,629.0,456.0,869.0,,,,1
998,2019-05-07,3396,"The Palace Of Fine Arts, 3601 Lyon St, San Francisco, CA",3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",1385.0,1169.0,1641.0,1358.0,1140.0,1618.0,1389.0,1173.0,1644.0,1429.0,1212.0,1686.0,,,,,,,1
999,2019-06-15,3396,"The Palace Of Fine Arts, 3601 Lyon St, San Francisco, CA",3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",1534.0,1169.0,2011.0,,,,,,,1651.0,1289.0,2116.0,,,,,,,5
1000,2019-05-18,3792,"Oracle Park, 24 Willie Mays Plaza, San Francisco, CA",3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",535.0,345.0,829.0,399.0,266.0,597.0,491.0,350.0,687.0,632.0,413.0,968.0,497.0,315.0,784.0,393.0,282.0,550.0,5
1001,2019-04-15,3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",3394,"Fisherman's Wharf, San Francisco, CA",749.0,512.0,1096.0,,,,978.0,723.0,1323.0,697.0,535.0,907.0,652.0,464.0,917.0,464.0,375.0,575.0,0
1002,2019-06-08,3394,"Fisherman's Wharf, San Francisco, CA",3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",992.0,739.0,1330.0,633.0,511.0,784.0,1205.0,924.0,1571.0,987.0,759.0,1282.0,973.0,761.0,1245.0,696.0,559.0,868.0,5
1003,2019-04-07,3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",3396,"The Palace Of Fine Arts, 3601 Lyon St, San Francisco, CA",1255.0,990.0,1590.0,,,,,,,,,,,,,,,,6
1004,2019-05-05,3394,"Fisherman's Wharf, San Francisco, CA",3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",881.0,702.0,1105.0,,,,965.0,782.0,1192.0,906.0,727.0,1130.0,818.0,661.0,1012.0,822.0,681.0,992.0,6
1005,2019-06-04,3394,"Fisherman's Wharf, San Francisco, CA",3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",995.0,727.0,1362.0,1126.0,832.0,1522.0,1058.0,831.0,1346.0,1022.0,881.0,1185.0,901.0,652.0,1245.0,591.0,477.0,731.0,1
1006,2019-06-12,3792,"Oracle Park, 24 Willie Mays Plaza, San Francisco, CA",3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",586.0,383.0,897.0,676.0,430.0,1062.0,675.0,486.0,939.0,529.0,366.0,766.0,507.0,335.0,768.0,307.0,212.0,445.0,2
1007,2019-04-28,3396,"The Palace Of Fine Arts, 3601 Lyon St, San Francisco, CA",3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",1427.0,1237.0,1646.0,,,,1505.0,1347.0,1681.0,1390.0,1201.0,1609.0,,,,,,,6
1008,2019-05-28,3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",3396,"The Palace Of Fine Arts, 3601 Lyon St, San Francisco, CA",1357.0,1000.0,1841.0,,,,1551.0,1121.0,2146.0,1333.0,1021.0,1740.0,1151.0,964.0,1374.0,,,,1
1009,2019-06-09,3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",3792,"Oracle Park, 24 Willie Mays Plaza, San Francisco, CA",406.0,267.0,617.0,373.0,270.0,514.0,496.0,359.0,686.0,374.0,248.0,562.0,495.0,303.0,810.0,365.0,283.0,470.0,6
1010,2019-05-08,3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",3394,"Fisherman's Wharf, San Francisco, CA",815.0,547.0,1212.0,,,,1004.0,720.0,1400.0,748.0,564.0,992.0,667.0,477.0,933.0,,,,2
1011,2019-06-24,3792,"Oracle Park, 24 Willie Mays Plaza, San Francisco, CA",3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",557.0,363.0,854.0,630.0,397.0,999.0,652.0,440.0,967.0,519.0,341.0,788.0,489.0,340.0,702.0,,,,0
1012,2019-05-20,3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",3792,"Oracle Park, 24 Willie Mays Plaza, San Francisco, CA",490.0,325.0,737.0,416.0,291.0,593.0,523.0,374.0,733.0,638.0,398.0,1022.0,374.0,273.0,512.0,476.0,267.0,849.0,0
1013,2019-04-13,3396,"The Palace Of Fine Arts, 3601 Lyon St, San Francisco, CA",3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",1525.0,1143.0,2035.0,,,,1891.0,1504.0,2378.0,1476.0,1150.0,1895.0,1419.0,1165.0,1727.0,,,,5
1014,2019-06-04,3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",3792,"Oracle Park, 24 Willie Mays Plaza, San Francisco, CA",501.0,316.0,792.0,432.0,300.0,624.0,611.0,395.0,946.0,515.0,344.0,773.0,482.0,279.0,830.0,449.0,298.0,676.0,1
1015,2019-04-22,3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",3394,"Fisherman's Wharf, San Francisco, CA",756.0,541.0,1057.0,912.0,727.0,1143.0,869.0,638.0,1183.0,734.0,558.0,965.0,672.0,471.0,960.0,,,,0
1016,2019-04-30,3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",3396,"The Palace Of Fine Arts, 3601 Lyon St, San Francisco, CA",1241.0,994.0,1551.0,,,,1337.0,1100.0,1625.0,,,,1203.0,954.0,1516.0,,,,1
1017,2019-06-16,3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",3394,"Fisherman's Wharf, San Francisco, CA",889.0,660.0,1197.0,775.0,592.0,1014.0,822.0,664.0,1018.0,972.0,755.0,1250.0,721.0,511.0,1019.0,,,,6
1018,2019-04-24,3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",3396,"The Palace Of Fine Arts, 3601 Lyon St, San Francisco, CA",1242.0,966.0,1597.0,,,,,,,,,,1190.0,941.0,1504.0,,,,2
1019,2019-05-22,3394,"Fisherman's Wharf, San Francisco, CA",3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",957.0,736.0,1246.0,904.0,695.0,1176.0,1098.0,846.0,1426.0,1011.0,837.0,1220.0,915.0,732.0,1145.0,727.0,531.0,994.0,2
1020,2019-04-11,3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",3396,"The Palace Of Fine Arts, 3601 Lyon St, San Francisco, CA",1372.0,1072.0,1755.0,,,,1517.0,1233.0,1865.0,,,,1142.0,935.0,1395.0,,,,3
1021,2019-06-29,3792,"Oracle Park, 24 Willie Mays Plaza, San Francisco, CA",3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",548.0,358.0,839.0,381.0,310.0,467.0,612.0,392.0,956.0,530.0,350.0,802.0,572.0,392.0,835.0,,,,5
1022,2019-04-04,3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",3394,"Fisherman's Wharf, San Francisco, CA",846.0,593.0,1207.0,,,,946.0,749.0,1194.0,879.0,569.0,1357.0,742.0,545.0,1011.0,,,,3
1023,2019-06-20,3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",3396,"The Palace Of Fine Arts, 3601 Lyon St, San Francisco, CA",1336.0,1075.0,1661.0,,,,1579.0,1297.0,1922.0,1280.0,1099.0,1490.0,1253.0,991.0,1584.0,,,,3
1024,2019-04-30,3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",3792,"Oracle Park, 24 Willie Mays Plaza, San Francisco, CA",481.0,321.0,721.0,420.0,317.0,557.0,588.0,397.0,871.0,472.0,326.0,685.0,431.0,289.0,642.0,365.0,229.0,580.0,1
1025,2019-05-06,3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",3792,"Oracle Park, 24 Willie Mays Plaza, San Francisco, CA",520.0,327.0,826.0,501.0,319.0,788.0,635.0,426.0,946.0,444.0,339.0,580.0,494.0,308.0,791.0,457.0,261.0,799.0,0
1026,2019-05-10,3792,"Oracle Park, 24 Willie Mays Plaza, San Francisco, CA",3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",587.0,385.0,895.0,757.0,516.0,1111.0,653.0,446.0,955.0,526.0,357.0,775.0,569.0,376.0,859.0,416.0,261.0,662.0,4
1027,2019-06-19,3396,"The Palace Of Fine Arts, 3601 Lyon St, San Francisco, CA",3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",1476.0,1202.0,1812.0,1504.0,1258.0,1799.0,,,,,,,,,,,,,2
1028,2019-06-12,3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",3792,"Oracle Park, 24 Willie Mays Plaza, San Francisco, CA",498.0,332.0,745.0,567.0,381.0,842.0,510.0,375.0,695.0,580.0,383.0,878.0,393.0,269.0,576.0,395.0,253.0,617.0,2
1029,2019-06-26,3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",3792,"Oracle Park, 24 Willie Mays Plaza, San Francisco, CA",578.0,362.0,922.0,566.0,367.0,873.0,820.0,513.0,1311.0,565.0,384.0,832.0,448.0,295.0,679.0,344.0,254.0,465.0,2
1030,2019-06-13,3792,"Oracle Park, 24 Willie Mays Plaza, San Francisco, CA",3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",870.0,516.0,1466.0,652.0,424.0,1002.0,1252.0,838.0,1871.0,752.0,522.0,1084.0,692.0,417.0,1147.0,,,,3
1031,2019-04-17,3792,"Oracle Park, 24 Willie Mays Plaza, San Francisco, CA",3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",501.0,322.0,780.0,628.0,390.0,1010.0,513.0,356.0,739.0,509.0,368.0,705.0,450.0,277.0,732.0,438.0,224.0,857.0,2
1032,2019-04-10,3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",3396,"The Palace Of Fine Arts, 3601 Lyon St, San Francisco, CA",1256.0,988.0,1597.0,,,,1330.0,1037.0,1704.0,1298.0,1099.0,1532.0,1170.0,899.0,1522.0,,,,2
1033,2019-05-27,3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",3792,"Oracle Park, 24 Willie Mays Plaza, San Francisco, CA",422.0,272.0,655.0,,,,376.0,273.0,517.0,417.0,299.0,582.0,425.0,266.0,678.0,496.0,290.0,849.0,0
1034,2019-06-21,3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",3394,"Fisherman's Wharf, San Francisco, CA",888.0,603.0,1309.0,1161.0,697.0,1933.0,978.0,679.0,1407.0,813.0,592.0,1114.0,874.0,608.0,1258.0,578.0,408.0,819.0,4
1035,2019-06-08,3792,"Oracle Park, 24 Willie Mays Plaza, San Francisco, CA",3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",516.0,343.0,775.0,383.0,259.0,565.0,480.0,341.0,674.0,628.0,425.0,929.0,474.0,334.0,672.0,336.0,286.0,396.0,5
1036,2019-05-12,3394,"Fisherman's Wharf, San Francisco, CA",3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",889.0,657.0,1202.0,,,,1076.0,828.0,1399.0,921.0,704.0,1206.0,774.0,628.0,954.0,614.0,515.0,731.0,6
1037,2019-05-22,3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",3394,"Fisherman's Wharf, San Francisco, CA",727.0,510.0,1037.0,761.0,624.0,928.0,916.0,654.0,1282.0,735.0,541.0,998.0,662.0,486.0,903.0,428.0,345.0,532.0,2
1038,2019-05-03,3396,"The Palace Of Fine Arts, 3601 Lyon St, San Francisco, CA",3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",1402.0,1105.0,1778.0,1339.0,1044.0,1718.0,,,,1474.0,1176.0,1848.0,1409.0,1159.0,1714.0,,,,4
1039,2019-04-01,3394,"Fisherman's Wharf, San Francisco, CA",3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",1171.0,843.0,1625.0,1187.0,898.0,1569.0,1502.0,1136.0,1986.0,1049.0,801.0,1374.0,921.0,709.0,1196.0,,,,0
1040,2019-06-03,3396,"The Palace Of Fine Arts, 3601 Lyon St, San Francisco, CA",3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",1558.0,1217.0,1995.0,1535.0,1205.0,1956.0,,,,,,,,,,,,,0
1041,2019-06-08,3396,"The Palace Of Fine Arts, 3601 Lyon St, San Francisco, CA",3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",1617.0,1272.0,2056.0,,,,1611.0,1341.0,1937.0,1699.0,1398.0,2065.0,1562.0,1131.0,2158.0,,,,5
1042,2019-04-12,3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",3792,"Oracle Park, 24 Willie Mays Plaza, San Francisco, CA",491.0,320.0,754.0,478.0,325.0,704.0,548.0,387.0,777.0,531.0,329.0,859.0,429.0,280.0,658.0,428.0,264.0,694.0,4
1043,2019-06-30,3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",3396,"The Palace Of Fine Arts, 3601 Lyon St, San Francisco, CA",,,,,,,,,,,,,,,,,,,6
1044,2019-06-17,3396,"The Palace Of Fine Arts, 3601 Lyon St, San Francisco, CA",3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",1422.0,1173.0,1723.0,1442.0,1187.0,1752.0,,,,1419.0,1180.0,1707.0,,,,,,,0
1045,2019-06-28,3396,"The Palace Of Fine Arts, 3601 Lyon St, San Francisco, CA",3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",1403.0,1100.0,1791.0,1302.0,1092.0,1552.0,1768.0,1488.0,2102.0,1304.0,1043.0,1631.0,,,,,,,4
1046,2019-04-08,3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",3396,"The Palace Of Fine Arts, 3601 Lyon St, San Francisco, CA",1531.0,1126.0,2083.0,,,,1676.0,1290.0,2177.0,,,,1355.0,895.0,2052.0,,,,0
1047,2019-06-07,3792,"Oracle Park, 24 Willie Mays Plaza, San Francisco, CA",3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",581.0,384.0,878.0,537.0,388.0,742.0,804.0,545.0,1185.0,553.0,404.0,756.0,497.0,335.0,736.0,460.0,329.0,643.0,4
1048,2019-04-09,3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",3396,"The Palace Of Fine Arts, 3601 Lyon St, San Francisco, CA",1271.0,996.0,1622.0,,,,1297.0,1023.0,1644.0,1137.0,846.0,1528.0,1339.0,1134.0,1581.0,,,,1
1049,2019-04-17,3394,"Fisherman's Wharf, San Francisco, CA",3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",1049.0,747.0,1472.0,1123.0,815.0,1547.0,1526.0,1129.0,2063.0,1170.0,966.0,1417.0,846.0,655.0,1094.0,,,,2
1050,2019-05-19,3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",3396,"The Palace Of Fine Arts, 3601 Lyon St, San Francisco, CA",1083.0,935.0,1255.0,,,,,,,1103.0,942.0,1290.0,,,,,,,6
1051,2019-05-20,3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",3394,"Fisherman's Wharf, San Francisco, CA",793.0,544.0,1155.0,859.0,781.0,944.0,991.0,737.0,1334.0,778.0,547.0,1108.0,642.0,469.0,879.0,476.0,360.0,629.0,0
1052,2019-06-05,3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",3396,"The Palace Of Fine Arts, 3601 Lyon St, San Francisco, CA",1171.0,909.0,1509.0,,,,,,,1220.0,979.0,1520.0,1062.0,871.0,1294.0,,,,2
1053,2019-06-17,3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",3792,"Oracle Park, 24 Willie Mays Plaza, San Francisco, CA",512.0,331.0,792.0,480.0,351.0,656.0,665.0,397.0,1115.0,491.0,326.0,739.0,385.0,282.0,525.0,549.0,330.0,915.0,0
1054,2019-04-11,3394,"Fisherman's Wharf, San Francisco, CA",3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",974.0,763.0,1243.0,970.0,771.0,1220.0,1150.0,916.0,1443.0,903.0,735.0,1109.0,930.0,757.0,1144.0,642.0,546.0,755.0,3
1055,2019-04-16,3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",3394,"Fisherman's Wharf, San Francisco, CA",821.0,567.0,1188.0,764.0,631.0,923.0,1028.0,794.0,1331.0,801.0,569.0,1127.0,762.0,540.0,1075.0,472.0,335.0,665.0,1
1056,2019-04-01,3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",3396,"The Palace Of Fine Arts, 3601 Lyon St, San Francisco, CA",1252.0,1052.0,1490.0,,,,1222.0,1036.0,1441.0,,,,,,,,,,0
1057,2019-04-14,3394,"Fisherman's Wharf, San Francisco, CA",3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",939.0,702.0,1256.0,701.0,529.0,927.0,1112.0,883.0,1400.0,964.0,721.0,1289.0,821.0,660.0,1022.0,743.0,596.0,927.0,6
1058,2019-05-10,3396,"The Palace Of Fine Arts, 3601 Lyon St, San Francisco, CA",3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",1440.0,1217.0,1705.0,1424.0,1204.0,1685.0,1613.0,1393.0,1867.0,1347.0,1192.0,1522.0,1508.0,1334.0,1704.0,,,,4
1059,2019-04-28,3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",3792,"Oracle Park, 24 Willie Mays Plaza, San Francisco, CA",349.0,234.0,520.0,289.0,172.0,486.0,439.0,307.0,628.0,344.0,236.0,502.0,373.0,257.0,541.0,342.0,246.0,476.0,6
1060,2019-04-22,3396,"The Palace Of Fine Arts, 3601 Lyon St, San Francisco, CA",3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",1488.0,1217.0,1820.0,1537.0,1300.0,1817.0,,,,1457.0,1186.0,1788.0,,,,,,,0
1061,2019-06-12,3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",3396,"The Palace Of Fine Arts, 3601 Lyon St, San Francisco, CA",1339.0,991.0,1811.0,,,,,,,,,,1285.0,971.0,1699.0,,,,2
1062,2019-06-06,3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",3394,"Fisherman's Wharf, San Francisco, CA",771.0,547.0,1086.0,752.0,614.0,921.0,921.0,655.0,1295.0,770.0,565.0,1051.0,718.0,509.0,1014.0,550.0,404.0,749.0,3
1063,2019-06-02,3396,"The Palace Of Fine Arts, 3601 Lyon St, San Francisco, CA",3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",1302.0,1057.0,1604.0,,,,1272.0,1077.0,1502.0,1423.0,1154.0,1755.0,,,,,,,6
1064,2019-04-01,3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",3792,"Oracle Park, 24 Willie Mays Plaza, San Francisco, CA",511.0,324.0,807.0,447.0,295.0,679.0,777.0,458.0,1318.0,491.0,337.0,715.0,449.0,305.0,660.0,382.0,270.0,540.0,0
1065,2019-05-23,3394,"Fisherman's Wharf, San Francisco, CA",3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",1043.0,763.0,1425.0,1007.0,720.0,1406.0,1341.0,1042.0,1727.0,1106.0,862.0,1418.0,961.0,747.0,1235.0,653.0,561.0,759.0,3
1066,2019-06-22,3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",3396,"The Palace Of Fine Arts, 3601 Lyon St, San Francisco, CA",1326.0,900.0,1955.0,990.0,757.0,1295.0,,,,1468.0,1103.0,1954.0,,,,,,,5
